Date,AZN.L,BP.L,DCC.L,GSK.L,HIK.L,NG.L,SHEL.L,SN.L,SSE.L,SVT.L,UU.L
2020-01-03,0.005221878491456611,0.027451299450749866,-0.016949048983426196,0.004051312845201327,5.037754686449958e-4,4.208940908874137e-4,0.018612789886984116,0.008463099655188433,-0.007895602804379509,3.9763190466302056e-4,-0.004402656119181003
2020-01-06,-0.009999959046027351,0.020342191713832225,-0.014162597471856997,-0.007845825063333534,-0.03726081228099265,-0.004732735076630745,0.004568156313613958,-0.01894968783756079,-0.0020762101580895642,-0.007154211895872953,-0.012844623410697698
2020-01-07,0.002886000752099438,-0.010513837473093202,0.004060003271331825,-0.00451887362048764,-0.015428851654137765,-0.0039100994257147415,-0.008012072565982131,0.011313451294426846,-0.012829342926478637,-0.009607468743743186,-0.0038396810498585454
2020-01-08,-0.0024853481844128167,-0.009021604295031072,0.002799361865832406,0.004993277295697762,-0.0042495762463743425,-0.0028643581383480665,-0.006548569924231362,0,-0.010888603480112002,-0.0012128836622116168,0.011563224244058201
2020-01-09,0.007212198483236287,-0.004551938764735697,0.011476316474209547,0.010727398105146113,0.01467049544126775,-0.003617416969514453,-0.006592213140129699,0.007912742874044643,0.0017755602790923142,0.0044517299828279455,-0.0014817698184292905
2020-01-10,-0.0046868554215281355,0.0065034512077906115,-0.002453105368694364,0.0040218132783804705,0.0023658500270187233,-0.0016017416709223076,0.001327119965696788,0.010286919495517743,0.01028009106322747,-0.009266700523306137,0.003815929595450518
2020-01-13,6.539812766828135e-4,0.0037354468644934524,0.005840603631689811,0.006565008098248004,0.011277281948291584,0.006737928520737402,0.00198789106190822,0.0016076829006779203,0.013684240720055696,0.023993469863285988,0.0253431404446951
2020-01-14,0.005359470334548311,-0.002414043425057688,0.004890117630819368,-0.0026531298217113974,0.008558110015417286,-0.0029745924424877668,-0.004849875555077654,0.0034777792134981222,0.009691791752098,0.0011914752876043266,0.004943404796245776
2020-01-15,0.018853183059686307,-0.0014114591250998787,0.011253012695341624,0.017069322614052584,0.015685244266961273,0.01928608931105047,0.0024368158243111004,0.007731325895150132,0.01919790518405029,0.00991671515589676,0.007173549228315368
2020-01-16,-0.016462400244540043,0.005351219800232343,-0.03067662320441722,-0.014821252420822772,-0.03265817557538231,0.0038679259924221387,-0.0033147765191422485,-0.008465610883129804,0.010598239141222932,0.0070698056841054235,0.0014245480947800981
2020-01-17,0.02218757754809242,-0.0029125414769208824,0.011169653600147322,0.02101755508012748,0.02355404517495807,0.017077949628619082,-0.002882509104181308,0.009605125286859861,0.011501986706829115,0.007410312992635504,0.01960975008478827
2020-01-20,-0.005204426491236869,-0.005841955968773571,-0.007977906738210416,-0.004333502782340681,-7.670630817167012e-4,0.010955346050949721,-0.0028907816707038902,-0.001321404183818875,6.689317631476399e-4,-0.0015486562326968434,0.005480851421114874
2020-01-21,-0.0016586540524575755,-0.006382986423998704,-6.186080323075105e-4,0,0.008188285348412538,-1.0138575380425063e-4,-0.01650343339585869,0.005821681723508387,-0.0090241270891811,-0.006591579633699052,-0.012289371817120531
